year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2023,05,12,døhlie kjartan,døhlie kjartan,default_tab,0,12,2
2023,05,14,educating against extremism: towards a critical politicisation of young people,educating against extremism towards a critical politicisation of young people,default_tab,14,11,1.07142857142857
2023,05,10,elever som forskere i naturfag,elever som forskere i naturfag,default_tab,0,4,27
2023,05,17,eli moe,eli moe,default_tab,0,17,154.235294117647
2023,05,14,engelsk ordbok,engelsk ordbok,default_tab,14,0,2779
2023,05,12,english reference grammar,english reference grammar,default_tab,0,7,11917.0833333333
2023,05,16,"entman and rojecki, 2000",entman and rojecki 2000,default_tab,16,0,12.375
2023,05,13,erik dons,erik dons,default_tab,13,13,1104.38461538462
2023,05,10,ethnography,ethnography,default_tab,0,10,409594
2023,05,11,eu selskapsrett,eu selskapsrett,default_tab,11,11,68
2023,05,11,european law review,european law review,default_tab,0,10,140542
2023,05,82,factiva,factiva,default_tab,34,32,2140.47131642512
2023,05,22,feeding the debate: a qualitative framing  analysis of organic food news media coverage,feeding the debate a qualitative framing analysis of organic food news media coverage,default_tab,22,0,1
2023,05,35,fencing conditioning,fencing conditioning,default_tab,0,0,16801.9714285714
2023,05,15,flom,flom,default_tab,0,0,4359.2
2023,05,10,fmri,fmri,default_tab,0,0,1099051.1
2023,05,10,fokus samfunnskunnskap,fokus samfunnskunnskap,default_tab,10,9,55
2023,05,12,forbrukerentreprise,forbrukerentreprise,default_tab,12,3,9
2023,05,10,fremmedspråksdidaktikk,fremmedspråksdidaktikk,default_tab,0,5,20
2023,05,10,friluftsmuseer,friluftsmuseer,default_tab,10,2,189
2023,05,18,further support for the developmental significance of the quality of the teacher–student relationship,further support for the developmental significance of the quality of the teacherstudent relationship,default_tab,18,0,7.66666666666667
2023,05,13,gal mobilization: the neglected role of the law in the political system’ (,gal mobilization the neglected role of the law in the political system,default_tab,13,6,1
2023,05,10,giertsen avtaler,giertsen avtaler,default_tab,10,10,6
2023,05,10,goffman,goffman,default_tab,0,7,10634.3
2023,05,31,google scholar,google scholar,default_tab,17,6,282963.613445378
2023,05,10,green colonialism,green colonialism,default_tab,10,2,1559
2023,05,18,hand function stroke,hand function stroke,default_tab,0,0,9514.83333333333
2023,05,20,hearing conservation in the public schools revisited,hearing conservation in the public schools revisited,default_tab,20,0,1
2023,05,10,heimskringla,heimskringla,default_tab,0,0,657.8
2023,05,17,henriette rude,henriette rude,default_tab,0,0,3
2023,05,18,holisme,holisme,default_tab,18,0,1993.38888888889
2023,05,21,holistisk tilnærming,holistisk tilnærming,default_tab,21,0,69.8095238095238
2023,05,11,https://doi.org/10.23865/noasp.172.ch15,httpsdoiorg1023865noasp172ch15,default_tab,11,0,0
2023,05,10,"human papillomavirus prevalence and type-distribution, cervical cancer screening practices and current status of vaccination implementation in central and eastern europe author links open overlay panelmario poljak a, katja seme a, polona j. maver a, boštjan j. kocjan a, kate s. cuschieri b, svetlana i. rogovskaya c, marc arbyn d e, stina syrjänen f",human papillomavirus prevalence and typedistribution cervical cancer screening practices and current status of vaccination implementation in central and eastern europe author links open overlay panelmario poljak a katja seme a polona j maver a botjan j kocjan a kate s cuschieri b svetlana i rogovskaya c marc arbyn d e stina syrjänen f,default_tab,10,0,1370.8
2023,05,29,hvordan bruke teori,hvordan bruke teori,default_tab,14,16,30670.9452380952
2023,05,10,hvordan bruke teori? : nyttige verktøy i kvalitativ analyse,hvordan bruke teori nyttige verktøy i kvalitativ analyse,default_tab,0,1,8
2023,05,11,hvordan skrive en litteraturgjennomgang,hvordan skrive en litteraturgjennomgang,default_tab,11,1,1
2023,05,16,"hørsel språk og kommunikasjon en artikkelsamling, ellinor hjelmervik",hørsel språk og kommunikasjon en artikkelsamling ellinor hjelmervik,default_tab,16,0,1
2023,05,78,idunn,idunn,default_tab,30,12,685.7
2023,05,12,inclusion of children with hearing impairment in preschool age in education,inclusion of children with hearing impairment in preschool age in education,default_tab,12,0,64
2023,05,15,india climate change household debt,india climate change household debt,default_tab,15,13,39.8666666666667
2023,05,11,india coal,india coal,default_tab,11,9,17394.2727272727
2023,05,12,interacting systems in human development. research paradigms:,interacting systems in human development research paradigms,default_tab,12,0,221.5
2023,05,12,introduction to item response,introduction to item response,default_tab,12,1,4649.58333333333
2023,05,22,introduksjon til samfunnsvitenskapelig metode,introduksjon til samfunnsvitenskapelig metode,default_tab,0,9,23.1818181818182
2023,05,43,irisa cocaine,irisa cocaine,default_tab,30,6,7
2023,05,29,is there heightened sensitivity to social reward in adolescence?,is there heightened sensitivity to social reward in adolescence,default_tab,10,0,73.5526315789474
2023,05,13,it's a living: work and life in vietnam today,its a living work and life in vietnam today,default_tab,13,12,48
2023,05,10,johan bollaert,johan bollaert,default_tab,0,1,9.9
2023,05,23,johann arnt,johann arnt,default_tab,0,8,26.3478260869565
2023,05,10,john dewey,john dewey,default_tab,0,6,17994.2
2023,05,11,johs. andenæs,johs andenæs,default_tab,0,1,271
2023,05,11,joint engagement and the emergence,joint engagement and the emergence,default_tab,11,0,217.545454545455
2023,05,11,kabbalah,kabbalah,default_tab,11,0,6916.54545454545
2023,05,17,karen dorothea bang,karen dorothea bang,default_tab,0,0,4.05882352941176
2023,05,14,kjell risvik,kjell risvik,default_tab,0,0,698.785714285714
2023,05,13,klasseledelse,klasseledelse,default_tab,0,0,563.076923076923
2023,05,13,kogebog for hvermand,kogebog for hvermand,default_tab,0,0,4.07692307692308
2023,05,25,komintern,komintern,default_tab,15,18,699.85
2023,05,11,kommunikasjon i relasjoner,kommunikasjon i relasjoner,default_tab,0,0,1310.54545454545
2023,05,11,kong valdemars jordebog,kong valdemars jordebog,default_tab,0,0,17
2023,05,10,konkurs,konkurs,default_tab,0,4,2777.6
2023,05,15,konsesjonsrett,konsesjonsrett,default_tab,15,0,3
2023,05,13,korrigere og anerkjenne,korrigere og anerkjenne,default_tab,0,13,3.23076923076923
2023,05,11,kriminalitet: naturalisering av sosiale relasjoner,kriminalitet naturalisering av sosiale relasjoner,default_tab,11,10,1
2023,05,10,kritisk diskursanalyse,kritisk diskursanalyse,default_tab,0,4,511.6
2023,05,10,kuznets curve,kuznets curve,default_tab,10,0,10102.9
2023,05,26,kvale og brinkmann,kvale og brinkmann,default_tab,11,13,169.381818181818
2023,05,33,kvalitativ metode,kvalitativ metode,default_tab,10,19,7493.84130434783
2023,05,11,kvalitative forskningsmetoder,kvalitative forskningsmetoder,default_tab,0,3,676.363636363636
2023,05,28,kvalitative forskningsmetoder i praksis,kvalitative forskningsmetoder i praksis,default_tab,13,7,72.2384615384615
2023,05,38,kyoto protocol,kyoto protocol,default_tab,18,13,18544.2861111111
2023,05,13,lake malawi fisheries,lake malawi fisheries,default_tab,0,0,1304.15384615385
2023,05,25,language and race,language and race,default_tab,13,8,71224.6858974359
2023,05,12,legumain regulates differentiation fate of human bone marrow stromal cells and is altered in postmenopausal osteoporosis,legumain regulates differentiation fate of human bone marrow stromal cells and is altered in postmenopausal osteoporosis,default_tab,0,1,78
2023,05,15,lexique de la prose latine de la renaissance - dictionary of renaissance latin from prose sources: deuxième édition revue et considérablement,lexique de la prose latine de la renaissance dictionary of renaissance latin from prose sources deuxième édition revue et considérablement,default_tab,0,0,20
2023,05,24,life-course-persistent and adolescence-limited antisocial behavior: a 10-year research review and a research agenda.,lifecoursepersistent and adolescencelimited antisocial behavior a 10year research review and a research agenda,default_tab,24,0,41.9583333333333
2023,05,10,linear quadratic mean field games with a major player: the multi-scale approach,linear quadratic mean field games with a major player the multiscale approach,default_tab,0,0,196
2023,05,10,lipoprotein (a) and calcified aortic valve disease initiation and progression,lipoprotein a and calcified aortic valve disease initiation and progression,default_tab,0,0,9
2023,05,10,listening effort and fatigue in school-age children with and without hearing los,listening effort and fatigue in schoolage children with and without hearing los,default_tab,10,0,15
2023,05,10,litteraturstudie,litteraturstudie,default_tab,0,1,3309.9
2023,05,11,lived religion,lived religion,default_tab,11,2,15695.0909090909
2023,05,20,lov og rett,lov og rett,default_tab,10,15,12519.1
2023,05,29,lærebog i de forskjellige,lærebog i de forskjellige,default_tab,0,0,10.8620689655172
2023,05,10,madame bovary,madame bovary,default_tab,0,4,3002.2
2023,05,11,mainstream teachers about including deaf or hard of hearing students,mainstream teachers about including deaf or hard of hearing students,default_tab,11,0,102.363636363636
2023,05,10,managing hearing loss stigma: experiences of and responses to stigmatizing attitudes %26 behaviors,managing hearing loss stigma experiences of and responses to stigmatizing attitudes 26 behaviors,default_tab,10,0,1
2023,05,23,maren elisabeth bang,maren elisabeth bang,default_tab,0,0,13.0869565217391
2023,05,12,marie blom husholdningsbog,marie blom husholdningsbog,default_tab,0,0,1.16666666666667
2023,05,13,marie landmark,marie landmark,default_tab,0,0,768.692307692308
2023,05,11,marie moe kogebog,marie moe kogebog,default_tab,0,0,1
2023,05,12,mary kaldor,mary kaldor,default_tab,12,0,840
2023,05,16,maskiner som tenker,maskiner som tenker,default_tab,0,2,11.25
2023,05,18,masteroppgave,masteroppgave,default_tab,0,5,202236.444444444
2023,05,10,masteroppgaver,masteroppgaver,default_tab,10,8,10067.4
2023,05,48,masturbation,masturbation,default_tab,24,6,6586.5625
2023,05,10,math recovery,math recovery,default_tab,10,10,3701.7
2023,05,15,math recovery intervention,math recovery intervention,default_tab,15,14,82.7333333333333
2023,05,15,mathematical model of natural history hpv emily burger,mathematical model of natural history hpv emily burger,default_tab,15,0,7
2023,05,13,maturational constraints in sla,maturational constraints in sla,default_tab,13,4,17
2023,05,11,medisinsk mikrobiologi,medisinsk mikrobiologi,default_tab,0,7,325.818181818182
2023,05,29,medline,medline,default_tab,0,11,27618035.0344828
2023,05,23,metode og oppgaveskriving,metode og oppgaveskriving,default_tab,0,7,60.1739130434783
2023,05,21,"migrant* or immigrant or immigrant or refugees or refugee or “asylum seeker” or minority or minorities or ethnic or ethnicities or innvandr* or flykning* or asylsøker* or ikke-vestlig or ikke-vestlige,oslo and (health* or helse*)",migrant or immigrant or immigrant or refugees or refugee or asylum seeker or minority or minorities or ethnic or ethnicities or innvandr or flykning or asylsøker or ikkevestlig or ikkevestligeoslo and health or helse,default_tab,21,4,465.904761904762
2023,05,13,minna wetlesen,minna wetlesen,default_tab,0,0,7.30769230769231
2023,05,26,modellæring,modellæring,default_tab,0,0,39.9615384615385
2023,05,29,montreal protocol,montreal protocol,default_tab,19,18,10153.4815789474
2023,05,13,morgenbladet,morgenbladet,default_tab,0,8,607.307692307692
2023,05,20,motregning rune sæbø,motregning rune sæbø,default_tab,20,0,3
2023,05,16,move-the-median game,movethemedian game,default_tab,0,0,11
2023,05,10,moyamoya caucasian,moyamoya caucasian,default_tab,0,0,143
2023,05,10,musikk og identitet,musikk og identitet,default_tab,0,2,449.8
2023,05,11,mønsterbesvarelser,mønsterbesvarelser,default_tab,0,8,11
2023,05,28,naturalism in art,naturalism in art,default_tab,0,0,7938.64285714286
2023,05,12,ncme instructional module on comparison of classical test,ncme instructional module on comparison of classical test,default_tab,12,1,1
2023,05,1042,nel,nel,default_tab,276,168,80858.7505108412
2023,05,10,"nel norsk elektronisk legehåndbok, norsk helseinformatikk as",nel norsk elektronisk legehåndbok norsk helseinformatikk as,default_tab,0,1,1
2023,05,12,non-binary clients’ experiences of psychotherapy: uncomfortable and affirmative approaches,nonbinary clients experiences of psychotherapy uncomfortable and affirmative approaches,default_tab,12,1,2
2023,05,12,nonverbal overload: a theoretical argument for the causes of zoom fatigue.,nonverbal overload a theoretical argument for the causes of zoom fatigue,default_tab,12,10,1
2023,05,20,norges nuværende statsforfatning,norges nuværende statsforfatning,default_tab,20,20,8
2023,05,11,norsk elektronisk legehåndbok,norsk elektronisk legehåndbok,default_tab,0,1,10.2727272727273
2023,05,16,ogaden war,ogaden war,default_tab,16,4,172.25
2023,05,14,"ohly, friedrich luther",ohly friedrich luther,default_tab,0,8,0
2023,05,17,olaug løken,olaug løken,default_tab,0,0,12.5882352941176
2023,05,10,"on the uniqueness of multilinear decomposition of n-way arrays,",on the uniqueness of multilinear decomposition of nway arrays,default_tab,0,0,9
2023,05,15,ordbok,ordbok,default_tab,0,7,12459.4666666667
2023,05,10,ordnett.no,ordnettno,default_tab,10,0,11
2023,05,10,ottagono,ottagono,default_tab,0,10,16
2023,05,13,outline of a theory of practice,outline of a theory of practice,default_tab,13,10,13261
2023,05,20,oxford handbook ideology,oxford handbook ideology,default_tab,20,0,987.2
2023,05,11,patient-therapist mismatch: we would rather switch than fight,patienttherapist mismatch we would rather switch than fight,default_tab,11,1,1
2023,05,10,paul verlaine,paul verlaine,default_tab,0,1,4600.5
2023,05,16,pedagogisk systemarbeid,pedagogisk systemarbeid,default_tab,0,3,167.9375
2023,05,16,perceptions of patients on nurse patient yesaya,perceptions of patients on nurse patient yesaya,default_tab,16,0,2
2023,05,12,physical abuse childhood depression,physical abuse childhood depression,default_tab,12,0,4036.25
2023,05,10,pierre bourdieu,pierre bourdieu,default_tab,0,3,20218.1
2023,05,14,play therapy for children with intellectual disabilities,play therapy for children with intellectual disabilities,default_tab,14,2,415.714285714286
2023,05,11,politisk kommunikasjon i et nytt medielandskap,politisk kommunikasjon i et nytt medielandskap,default_tab,0,7,6
2023,05,12,potentially inappropriate prescribing anette,potentially inappropriate prescribing anette,default_tab,12,0,12
2023,05,13,prejudice reduction: what works? a review and assessment of research and practice.’,prejudice reduction what works a review and assessment of research and practice,default_tab,13,8,10.3846153846154
2023,05,79,pressreader,pressreader,default_tab,21,40,43
2023,05,10,promoting peace and stability in cyberspace sean kanuck,promoting peace and stability in cyberspace sean kanuck,default_tab,0,0,2
2023,05,24,prosessnøkkelen,prosessnøkkelen,default_tab,11,9,3
2023,05,53,psycinfo,psycinfo,default_tab,19,25,303889.867647059
2023,05,21,psykiatrisk diagnose,psykiatrisk diagnose,default_tab,21,0,109.904761904762
2023,05,14,psykisk diagnose,psykisk diagnose,default_tab,0,0,31.5
2023,05,10,psykologi,psykologi,default_tab,0,0,34613.8
2023,05,23,public service motivation vandenabeele,public service motivation vandenabeele,default_tab,10,0,72.2692307692308
2023,05,578,pubmed,pubmed,default_tab,205,257,26127434.7780971
2023,05,10,qualitative research,qualitative research,default_tab,0,3,1001189.8
2023,05,10,qualitative research methods,qualitative research methods,default_tab,0,6,491338.5
2023,05,10,quality of life in children with hearing impairment,quality of life in children with hearing impairment,default_tab,10,0,1357.3
2023,05,40,queer company: the role and meaning of friendship in gay men's work lives in norway,queer company the role and meaning of friendship in gay mens work lives in norway,default_tab,28,0,5
2023,05,11,race horror,race horror,default_tab,11,0,1394.63636363636
2023,05,12,rachlew 2003,rachlew 2003,default_tab,12,0,13
2023,05,10,retorikkens aktualitet,retorikkens aktualitet,default_tab,0,6,2
2023,05,11,rettsfilosofi,rettsfilosofi,default_tab,0,4,2290.45454545455
2023,05,50,russian revolution,russian revolution,default_tab,24,19,26818.3365384615
2023,05,10,russiske revolusjon,russiske revolusjon,default_tab,0,4,321.6
2023,05,22,russiske revolusjon 1917,russiske revolusjon 1917,default_tab,11,5,237.727272727273
2023,05,23,samfunnsfagdidaktikk,samfunnsfagdidaktikk,default_tab,11,12,177.962121212121
2023,05,10,"sanksjoner, flyforbud og droner",sanksjoner flyforbud og droner,default_tab,10,0,0
2023,05,22,satu elo %26 helvi kyngas,satu elo 26 helvi kyngas,default_tab,22,0,21.0909090909091
2023,05,10,saxton,saxton,default_tab,10,2,10860.4
2023,05,40,scopus,scopus,default_tab,0,13,54843264.2
2023,05,13,searching for belonging,searching for belonging,default_tab,13,8,4144
2023,05,10,simone de beauvoir,simone de beauvoir,default_tab,0,3,7083.4
2023,05,10,singing,singing,default_tab,10,9,228268.1
2023,05,13,"sinwell, l. 2011. is ‘another world’ really possible? re-examining counter-hegemonic forces in postapartheid south africa’",sinwell l 2011 is another world really possible reexamining counterhegemonic forces in postapartheid south africa,default_tab,13,2,1
2023,05,14,skaalvik og skaalvik,skaalvik og skaalvik,default_tab,0,6,211.071428571429
2023,05,21,skolen som læringsarena,skolen som læringsarena,default_tab,0,11,160.190476190476
2023,05,10,"skolen som læringsarena selvoppfatning motivasjon og læring, skaalvik einar m",skolen som læringsarena selvoppfatning motivasjon og læring skaalvik einar m,default_tab,0,5,2
2023,05,11,smart city,smart city,default_tab,11,0,104664.727272727
2023,05,10,social interaction,social interaction,default_tab,0,0,789005.5
2023,05,10,spaces an introduction to real analysis,spaces an introduction to real analysis,default_tab,0,9,2855.8
2023,05,10,speech intelligibility studies in classrooms.,speech intelligibility studies in classrooms,default_tab,10,0,371
2023,05,37,spesialpedagogikk,spesialpedagogikk,default_tab,0,17,6671.91891891892
2023,05,11,"stolz, s. a. (2015). embodied learning. educational philosophy and theory, 47(5), 474–487.",stolz s a 2015 embodied learning educational philosophy and theory 475 474487,default_tab,11,0,1
2023,05,10,straffeprosess,straffeprosess,default_tab,10,1,1158.1
2023,05,10,strategi,strategi,default_tab,0,4,114613
2023,05,16,successful students who are deaf in general,successful students who are deaf in general,default_tab,16,0,77.4375
2023,05,14,synchrony preference,synchrony preference,default_tab,0,6,612.142857142857
2023,05,13,teacher attitude towards inclusion practices and special needs students,teacher attitude towards inclusion practices and special needs students,default_tab,13,0,491.153846153846
2023,05,13,teachers perceptions of the inclusion of children with hearing loss in general education settings,teachers perceptions of the inclusion of children with hearing loss in general education settings,default_tab,13,0,4
2023,05,12,tekstanalyse for samfunnsvitere,tekstanalyse for samfunnsvitere,default_tab,0,2,4
2023,05,21,the bioecological model of human,the bioecological model of human,default_tab,21,0,318.333333333333
2023,05,10,the elephant curve,the elephant curve,default_tab,10,0,528
2023,05,10,the emerald handbook of narrative criminology,the emerald handbook of narrative criminology,default_tab,10,2,39
2023,05,11,the fragility of goodness,the fragility of goodness,default_tab,0,11,202.090909090909
2023,05,11,the human factor of cybercrime,the human factor of cybercrime,default_tab,0,1,270.272727272727
2023,05,11,the ideal victim,the ideal victim,default_tab,11,10,3072
2023,05,11,the latex companion,the latex companion,default_tab,0,0,122.181818181818
2023,05,11,the production of space,the production of space,default_tab,0,0,403713.545454545
2023,05,11,the psychology of language and communication,the psychology of language and communication,default_tab,11,3,85878.6363636364
2023,05,35,the qualitative content analysis process,the qualitative content analysis process,default_tab,35,0,50217.6
2023,05,10,the routledge companion to corporate branding,the routledge companion to corporate branding,default_tab,0,0,11
2023,05,10,the routledge companion to criminological theory and concepts,the routledge companion to criminological theory and concepts,default_tab,10,9,5
2023,05,20,the russian revolution,the russian revolution,default_tab,20,11,28180.05
2023,05,26,thematic analysis,thematic analysis,default_tab,0,3,150871.461538462
2023,05,17,theories and theorising of belonging,theories and theorising of belonging,default_tab,17,9,171
2023,05,12,thomas and velthouse,thomas and velthouse,default_tab,12,2,22
2023,05,14,tilpasset opplæring,tilpasset opplæring,default_tab,0,7,2045.28571428571
2023,05,10,tokle og  pedersen,tokle og pedersen,default_tab,10,1,3
2023,05,10,tor åge bringsværd,tor åge bringsværd,default_tab,10,0,652
2023,05,12,transgender people: health at the margins of society.,transgender people health at the margins of society,default_tab,12,1,24
2023,05,10,truth ambition and compromise,truth ambition and compromise,default_tab,10,6,28.1
2023,05,10,turkey and nato geopolitical,turkey and nato geopolitical,default_tab,10,3,166.8
2023,05,27,tycho brahe de novo stella,tycho brahe de novo stella,default_tab,0,0,2
2023,05,96,uhsutstyr,uhsutstyr,default_tab,11,26,21.0058823529412
2023,05,14,understanding and validity in qualitative research,understanding and validity in qualitative research,default_tab,14,0,3497.42857142857
2023,05,22,understanding validity in qualitative,understanding validity in qualitative,default_tab,22,0,4040.5
2023,05,35,up to date,up to date,default_tab,18,8,5513328.9869281
2023,05,86,uptodate,uptodate,default_tab,27,27,3718.05367231638
2023,05,11,use of the 2017 periodontitis case definitionin an adult population.,use of the 2017 periodontitis case definitionin an adult population,default_tab,0,0,0
2023,05,12,using the communication matrix to assess expressive skills in early communicators,using the communication matrix to assess expressive skills in early communicators,default_tab,12,3,1
2023,05,38,using thematic analysis in psychology,using thematic analysis in psychology,default_tab,25,6,16031.8369230769
2023,05,20,utviklingshemming og seksualitet,utviklingshemming og seksualitet,default_tab,20,0,38
2023,05,22,validitet,validitet,default_tab,10,4,848.7
2023,05,12,van neerven banach spaces,van neerven banach spaces,default_tab,12,9,282
2023,05,12,virtual collaboration wont be the death of creativity,virtual collaboration wont be the death of creativity,default_tab,12,10,1
2023,05,20,"visible learning a synthesis of over 800 meta analyses relating to achievement , hattie john",visible learning a synthesis of over 800 meta analyses relating to achievement hattie john,default_tab,20,0,46
2023,05,21,vygotsky,vygotsky,default_tab,0,9,10264.8095238095
2023,05,11,"waldron, janice. ‘user-generated content, youtube and participatory culture on the web: music learning and teaching in two contrasting online communities",waldron janice usergenerated content youtube and participatory culture on the web music learning and teaching in two contrasting online communities,default_tab,11,0,1
2023,05,108,web of science,web of science,default_tab,30,23,51268135.2561589
2023,05,10,westlaw,westlaw,default_tab,0,3,1296.7
2023,05,14,when counterterrorism enters the curriculum. exploring risks and practices of the securitisation of education,when counterterrorism enters the curriculum exploring risks and practices of the securitisation of education,default_tab,14,11,1
2023,05,32,"whitewashing the movies, oh",whitewashing the movies oh,default_tab,12,1,3.83333333333333
2023,05,29,who is who in the mahabharata,who is who in the mahabharata,default_tab,10,16,3672.68157894737
2023,05,29,worldcat,worldcat,default_tab,29,29,2021.93103448276
2023,05,15,worlds together worlds apart,worlds together worlds apart,default_tab,0,6,2831.73333333333
2023,05,10,yairi ambrose,yairi ambrose,default_tab,10,2,61
2023,05,12,"zhang, fang, wei %26 chen (2010) virtual",zhang fang wei 26 chen 2010 virtual,default_tab,12,10,2
2023,05,12,«du får bare gjøre så godt du kan » – utfordringer og dilemmaer ved avhør av barn i førskolealder,du får bare gjøre så godt du kan utfordringer og dilemmaer ved avhør av barn i førskolealder,default_tab,12,11,61
2023,11,15, risk taking,risk taking,default_tab,0,0,42503
2023,11,10,"""bommarco""",bommarco,default_tab,10,10,311
2023,11,15,"""fake news""",fake news,default_tab,0,12,6431
2023,11,16,"""falske nyheter""",falske nyheter,default_tab,0,12,100.0625
2023,11,10,"""film dialogue""",film dialogue,default_tab,10,0,210.4
2023,11,13,"""human motion""      gps",human motion gps,default_tab,13,0,146.076923076923
2023,11,16,"""human motion""     gps",human motion gps,default_tab,16,0,173.875
2023,11,10,"""human movement  pattern""",human movement pattern,default_tab,10,0,135.8
2023,11,14,"""john evelyn""",john evelyn,default_tab,14,0,42.7857142857143
2023,11,11,"""movement behaviour pattern""",movement behaviour pattern,default_tab,11,0,31.0909090909091
2023,11,19,(peers) and (self-esteem),peers and selfesteem,default_tab,0,1,10031.6315789474
2023,11,11,1526-3347,15263347,default_tab,11,0,1
2023,11,40,65 jan m smits  the mind and method of the legal academic,65 jan m smits the mind and method of the legal academic,default_tab,29,1,2
2023,11,15,978-82-92988-67-1,9788292988671,default_tab,15,15,0
2023,11,15,9780199259397,9780199259397,default_tab,15,15,0.2
2023,11,11,9788215040561,9788215040561,default_tab,11,0,0.090909090909091
2023,11,10,999920607612602204,999920607612602204,default_tab,0,0,1.2
2023,11,13,a companion to the city of rome,a companion to the city of rome,default_tab,13,4,363.384615384615
2023,11,15,a companion to the french revolution,a companion to the french revolution,default_tab,0,1,121
2023,11,10,a global scale expert assessment dicks,a global scale expert assessment dicks,default_tab,10,0,10
2023,11,23,aftenposten,aftenposten,default_tab,0,3,1519.39130434783
2023,11,14,akutagawa,akutagawa,default_tab,14,0,8268.92857142857
2023,11,27,alan barnard history and theory in anthropology,alan barnard history and theory in anthropology,default_tab,0,0,90
2023,11,13,"aldwin, c. m., lee, h., choun, s., %26 kang, s. (2018). coping. in t. a. revenson %26 r. a. r. gurung (eds.), handbook of health psychology (pp. 225-238). routledge. https://doi.org/10.4324/9781315167534",aldwin c m lee h choun s 26 kang s 2018 coping in t a revenson 26 r a r gurung eds handbook of health psychology pp 225238 routledge httpsdoiorg1043249781315167534,default_tab,13,0,1.23076923076923
2023,11,17,allan sekula,allan sekula,default_tab,0,10,414.647058823529
2023,11,10,alvin,alvin,default_tab,0,4,88496.4
2023,11,13,"amanvermez, y., rahmadiana, m., karyotaki, e., de wit, l., ebert, d. d., kessler, r. c., %26 cuijpers, p. (2020). stress management interventions for college students: a systematic review and meta-analysis. clinical psychology: science and practice, e12342. https://doi.org/10.1111/cpsp.12342",amanvermez y rahmadiana m karyotaki e de wit l ebert d d kessler r c 26 cuijpers p 2020 stress management interventions for college students a systematic review and metaanalysis clinical psychology science and practice e12342 httpsdoiorg101111cpsp12342,default_tab,13,0,2
2023,11,18,america,america,default_tab,0,0,1941872.38888889
2023,11,18,an anthropology of human rights,an anthropology of human rights,default_tab,0,2,46721.0555555556
2023,11,10,an integrative theory of intergroup conflict,an integrative theory of intergroup conflict,default_tab,10,0,80.4
2023,11,10,an introduction to social psychology,an introduction to social psychology,default_tab,10,3,94865.9
2023,11,10,"andersen, jan c. (2022): the symbolic boundary work of incels: subcultural negotiation of meaning and identity online",andersen jan c 2022 the symbolic boundary work of incels subcultural negotiation of meaning and identity online,default_tab,10,7,3
2023,11,11,anonymous prolegomena to platonic philosophy,anonymous prolegomena to platonic philosophy,default_tab,11,11,24.7272727272727
2023,11,37,arbeidsrett,arbeidsrett,default_tab,10,7,2165.00185185185
2023,11,11,architecture and tourism in italian colonial  libya: an ambivalent modernism  brian l. mclaren,architecture and tourism in italian colonial libya an ambivalent modernism brian l mclaren,default_tab,0,0,10
2023,11,45,arun agrawal,arun agrawal,default_tab,0,0,1246.31111111111
2023,11,16,asko parpola the root of hinduism,asko parpola the root of hinduism,default_tab,16,13,2
2023,11,10,atekst,atekst,default_tab,0,2,46.3
2023,11,21,attachment theory,attachment theory,default_tab,10,12,32010.2181818182
2023,11,10,aviser,aviser,default_tab,10,4,22369.8
2023,11,12,avtalerett,avtalerett,default_tab,0,2,667
2023,11,37,barn and nyheter,barn and nyheter,default_tab,16,30,200.736607142857
2023,11,10,barnelitteratur,barnelitteratur,default_tab,0,3,4906
2023,11,12,barrows burials,barrows burials,default_tab,0,0,882.083333333333
2023,11,12,barthes,barthes,default_tab,0,0,26675.5
2023,11,11,baudelaire,baudelaire,default_tab,0,4,14433.9090909091
2023,11,31,becoming a mother entails anatomical changes in the ventral striatum of the human brain that facilitate its responsiveness to offspring cues,becoming a mother entails anatomical changes in the ventral striatum of the human brain that facilitate its responsiveness to offspring cues,default_tab,12,0,3
2023,11,12,bergstein boredom,bergstein boredom,default_tab,0,0,2
2023,11,14,bevegelse i barnehagen,bevegelse i barnehagen,default_tab,0,0,139.428571428571
2023,11,18,bibsys_ils71616583270002201,bibsysils71616583270002201,default_tab,0,6,2
2023,11,17,biologi,biologi,default_tab,0,1,384020.941176471
2023,11,10,bipolar,bipolar,default_tab,0,1,282205.4
2023,11,20,bjørn myhre,bjørn myhre,default_tab,0,0,450
2023,11,36,blatter  j. %26 blume  t. (2008) in search of co-vaiance  causal mechanisms or congruence? towards a plural understanding of case studies. swiss political science review  12(2): 315-56,blatter j 26 blume t 2008 in search of covaiance causal mechanisms or congruence towards a plural understanding of case studies swiss political science review 122 31556,default_tab,26,29,1
2023,11,10,boas art,boas art,default_tab,0,0,1875
2023,11,18,borg,borg,default_tab,0,0,66343.2222222222
2023,11,45,borrehaugene i vestfold,borrehaugene i vestfold,default_tab,31,9,6
2023,11,31,boulder transport buoyancy,boulder transport buoyancy,default_tab,0,2,52.5806451612903
2023,11,10,bowlby attachment,bowlby attachment,default_tab,10,0,374.6
2023,11,12,"brian mclaren, architecture and tourism in italian colonial libya",brian mclaren architecture and tourism in italian colonial libya,default_tab,0,0,14
2023,11,33,can humans multitask?,can humans multitask,default_tab,0,0,6238
2023,11,24,care in doctor-patient consultation,care in doctorpatient consultation,default_tab,0,0,2904.08333333333
